stock  init_proprecru_per_szgroup
30 0.18945
30 0.109325
30 0.042075
30 0.009775
30 0.001475
30 0.0001
30 0
30 0
31 1
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
32 1
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
32 0
33 0.3318
33 0.320425
33 0.32355
33 0.024225
33 0
33 0
33 0
33 0
33 0
33 0
33 0
33 0
33 0
33 0
34 0.000025
34 0.000325
34 0.0041
34 0.041875
34 0.192775
34 0.41965
34 0.32535
34 0.0159
34 0
34 0
34 0
34 0
34 0
34 0
35 0.000025
35 0.000925
35 0.01255
35 0.0665
35 0.198825
35 0.329
35 0.301625
35 0.08835
35 0.0022
35 0
35 0
35 0
35 0
35 0
36 0.54745
36 0.45065
36 0.0019
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
36 0
37 0.02185
37 0.938325
37 0.039825
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
37 0
38 0.8056
38 0.192375
38 0.002025
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
38 0
39 0.0685
39 0.595
39 0.321825
39 0.01465
39 0.000025
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 0
39 0
40 0.804025
40 0.1938
40 0.002175
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
41 0.000325
41 0.012625
41 0.0758
41 0.20715
41 0.297725
41 0.2582
41 0.1236
41 0.023575
41 0.001
41 0
41 0
41 0
41 0
41 0
42 0.41265
42 0.27115
42 0.2064
42 0.091675
42 0.016775
42 0.001325
42 0.000025
42 0
42 0
42 0
42 0
42 0
42 0
42 0
43 0
43 0.000625
43 0.00645
43 0.044075
43 0.14055
43 0.271275
43 0.317175
43 0.19255
43 0.02705
43 0.00025
43 0
43 0
43 0
43 0
44 0.668625
44 0.315075
44 0.0163
44 0
44 0
44 0
44 0
44 0
44 0
44 0
44 0
44 0
44 0
44 0
