stock  init_proprecru_per_szgroup
40 0.19695
40 0.0019
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
40 0
41 0.000475
41 0.01235
41 0.074075
41 0.2026
41 0.297025
41 0.2617
41 0.126575
41 0.02415
41 0.00105
41 0
41 0
41 0
41 0
41 0
42 0.413725
42 0.269875
42 0.209175
42 0.090125
42 0.01605
42 0.001025
42 0.000025
42 0
42 0
42 0
42 0
42 0
42 0
42 0
43 0.000025
43 0.0006
43 0.006625
43 0.042875
43 0.1434
43 0.272325
43 0.31595
43 0.19085
43 0.02705
43 0.0003
43 0
43 0
43 0
43 0
44 0.6687
44 0.311625
44 0.01965
44 0.000025
44 0
44 0
44 0
44 0
44 0
44 0
44 0
44 0
44 0
44 0
